monthly_charges,total_charges,tenure,contract_type,support_calls,internet_usage,online_security,tech_support,streaming_tv,device_protection,payment_method,paperless_billing,churn
4.028486935628491,0.6885633678861546,-1.8835488483694267,-1.6258544476821797,-0.7702466639973587,3.574727479833125,-0.7725419150355888,1.8772800408773174,0.713998115320277,3.267784266094767,-4.889759240520868,-2.55244037576246,1
2.6400553991406763,0.5015070917140133,-6.926321141700459,-1.3164840899595434,0.4529157593490103,-1.1376566728952828,-3.75164721462999,2.7696614367059955,-2.371378894627928,0.04495971329328796,0.14850694892183336,-4.577452617238149,1
-1.2449459033298518,1.416828902814273,4.014822627850758,4.265229124686883,1.605550494237272,-0.19969411869003562,-0.28540326835682317,-3.1566395321268708,1.9814441993801934,2.2502353595742166,2.614616153357828,5.143041075411574,0
-0.4184783200628509,-1.1534700506312088,4.062834296269623,2.0496524498058273,1.402623198806571,0.5451030327999197,-0.41481776167681883,0.011667682181717876,3.001905626957319,1.4606672559955294,-2.194868658240593,1.83284860926862,0
-0.4015988276675655,0.002649894000555205,-2.177038091827962,-0.5137953386221454,0.18149576750069443,-0.8740737048956171,-3.152589869349264,-0.5910022086585318,2.3527346159591835,1.1135037825794756,4.087228013390481,0.39449106807251727,0
1.4251523510656146,-0.510314507600699,0.7883245727248536,0.4044823079714983,0.008024241859267253,-0.21437543096562095,-0.09765457854539206,-0.28889629269078165,1.7521347583286375,2.269711030921201,1.2606745003044517,1.3984899323649598,0
-0.31759094204136695,1.136111084032715,-7.1560898864289735,3.131606077011808,-0.026013512404384334,0.5017033970361258,-4.496591553937842,1.8393905574869054,-3.2574310654079848,-5.7068696588783405,2.3586250087104705,-3.6451325692986347,0
2.720861583952104,1.0724415951599238,0.6546081351000438,1.7412333075326152,-0.39282855391762567,1.6420161978200105,0.2946433864775242,0.8731111524187298,0.25295774486347145,0.9785721447207796,-2.8254247655962224,-0.016105950599271605,1
1.2446361339112186,-0.471917834014505,-2.6533500328906467,0.4425672489203889,0.49580769815947084,-1.4044452509392795,-1.3503782239359168,0.9972416196165824,-2.768643931238312,-0.4006919415990303,-1.2323500689758125,-1.9080273456483023,1
-0.6500658848763037,-0.29585784040585905,1.024072643409174,-0.3332416908591982,0.029062087394311206,1.6821866528885545,0.02712963239589028,1.4904322178695517,1.761626591196309,0.3530250486089995,-1.077334618859589,-0.786553645753239,0
-1.1427096309129412,-0.32326877439227036,0.7980577624813887,2.77755962528994,-0.8140371230174078,2.5958569550309787,-1.5215890957383014,0.05572461754654778,0.5205644138343464,2.0531946519721473,-0.6385703011797328,0.6008838211379067,0
1.3260837645215995,1.2669131494908887,-5.579829500863998,0.5226173096212925,-0.4803149184056557,2.379577564513057,-2.4854102582075694,0.09366212526972084,-1.0812936486654408,-0.9183898382910515,2.7459769116356036,-1.671795074918607,0
